schedule_season,team_home,off_rate,def_rate,overall_rate,sched_strength,first_downs,first_downs_from_penalties,fumbles,interceptions,margin_of_victory,pass_attempts,pass_completions,pass_first_downs,pass_touchdowns,pass_yards,penalties,plays,points_against,points_contributed_by_offense,points_difference,points_for,rank,rush_attempts,rush_first_downs,rush_touchdowns,rush_yards,turnovers,yards,yards_from_penalties,yards_per_play
2015,RAV,-0.7,-1.2,-1.9,2.6,323,23,7,21,-4.6,676,426,211,21,4271,122,1083,401,-47.16,-73,328,25,383,89,8,1478,28,5749,1153,5.3
2015,SDG,-1.5,-1.1,-2.6,2.2,344,35,11,13,-4.9,667,442,230,30,4591,117,1100,398,10.76,-78,320,26,393,79,4,1358,24,5949,942,5.4
2015,MIA,-4.7,-2.2,-6.8,-1.9,291,25,7,12,-4.9,588,365,194,24,3811,134,977,389,-4.88,-79,310,27,344,72,11,1496,19,5307,1090,5.4
2015,OTI,-5.9,-4.6,-10.5,-2.8,298,37,16,17,-7.8,551,342,195,25,3503,93,976,423,-89.79,-124,299,28,371,66,10,1485,33,4988,779,5.1
2015,RAM,-3.8,3.6,-0.2,3.0,241,23,11,11,-3.1,473,273,126,11,2805,122,920,330,-87.66,-50,280,29,429,92,16,1956,22,4761,1057,5.2
2015,CLE,-3.2,-2.9,-6.1,3.5,307,34,18,12,-9.6,609,371,192,20,3782,120,1042,432,-66.22,-154,278,30,380,81,5,1529,30,5311,1083,5.1
2015,DAL,-7.0,0.1,-6.9,-0.7,307,38,11,22,-6.2,528,334,175,16,3471,112,969,374,-51.92,-99,275,31,408,94,8,1890,33,5361,882,5.5
2015,SFO,-6.0,0.5,-5.5,3.8,261,24,5,12,-9.3,526,322,154,16,3316,113,969,387,-46.9,-149,238,32,390,83,7,1544,17,4860,823,5.0
2016,ATL,10.5,-2.0,8.5,0.1,379,32,4,7,8.4,537,374,239,38,4725,104,995,406,212.07,134,540,1,421,108,20,1928,11,6653,848,6.7
2016,NOR,6.8,-5.3,1.5,0.6,395,25,9,15,0.9,674,472,265,38,5074,107,1105,454,76.86,15,469,2,404,105,17,1742,24,6816,969,6.2
2016,NWE,4.3,5.0,9.3,-2.7,351,39,9,2,11.9,550,368,203,32,4308,93,1056,250,113.38,191,441,3,482,109,19,1872,11,6180,819,5.9
2016,GNB,4.9,-2.0,2.8,0.1,349,36,9,8,2.8,620,403,222,40,4199,100,1029,388,115.16,44,432,4,374,91,11,1701,17,5900,827,5.7
2016,DAL,4.1,2.9,7.0,-0.2,358,25,9,6,7.2,483,325,191,25,3631,105,1010,306,86.3,115,421,5,499,142,24,2396,15,6027,879,6.0
2016,CRD,2.4,-0.8,1.6,-1.9,368,42,11,17,3.5,646,383,229,28,4136,104,1086,362,-25.79,56,418,6,399,97,20,1732,28,5868,889,5.4
2016,RAI,3.5,-0.3,3.3,1.3,333,37,7,7,1.9,596,379,198,29,4051,147,1048,385,-24.48,31,416,7,434,98,17,1922,14,5973,1247,5.7
2016,CLT,3.1,-2.7,0.4,-0.8,351,38,7,15,1.2,584,370,220,32,4202,103,1037,392,68.23,19,411,8,409,93,13,1628,22,5830,883,5.6
2016,SDG,3.0,-3.0,0.1,0.9,340,36,14,21,-0.8,580,349,214,33,4198,107,1014,423,-29.1,-13,410,9,398,90,10,1510,35,5708,780,5.6
2016,BUF,1.8,-2.2,-0.3,-1.6,328,27,5,7,1.3,474,286,155,17,3036,112,1012,378,60.85,21,399,10,492,146,29,2630,12,5666,960,5.6
2016,PIT,2.8,2.0,4.7,0.2,336,29,3,15,4.5,596,381,210,33,4202,112,1026,327,-22.48,72,399,11,409,97,13,1760,18,5962,1068,5.8
2016,WAS,3.3,-1.3,2.0,1.2,345,30,9,12,0.8,607,407,226,25,4758,110,1009,383,105.24,13,396,12,379,89,17,1696,21,6454,909,6.4
2016,KAN,1.2,4.4,5.6,0.7,305,22,9,8,4.9,546,365,197,19,3740,109,990,311,-23.04,78,389,13,412,86,15,1748,17,5488,848,5.5
2016,OTI,0.7,-1.7,-1.0,-1.2,322,32,7,11,0.2,504,307,175,29,3541,110,1008,378,-10.0,3,381,14,476,115,16,2187,18,5728,1012,5.7
2016,CAR,-0.2,-0.8,-1.0,1.1,318,25,10,19,-2.1,563,306,194,21,3685,98,1052,402,-81.23,-33,369,15,453,99,16,1814,29,5499,835,5.2
2016,PHI,1.3,2.5,3.8,1.6,333,27,6,14,2.3,609,380,192,16,3585,113,1080,331,-45.33,36,367,16,438,114,16,1813,20,5398,945,5.0
2016,MIA,-0.6,-1.8,-2.4,-1.3,278,21,8,15,-1.1,477,316,167,27,3500,125,913,380,-48.39,-17,363,17,406,90,14,1824,23,5324,1142,5.8
2016,SEA,-2.4,4.5,2.1,-1.7,313,25,6,12,3.9,567,368,203,23,4124,117,1012,292,-11.48,62,354,18,403,85,13,1591,18,5715,970,5.6
2016,TAM,-1.5,1.3,-0.2,0.7,340,40,9,18,-0.9,578,355,220,29,3926,109,1066,369,-33.29,-15,354,19,453,80,8,1616,27,5542,926,5.2
2016,DET,-1.3,-0.1,-1.4,-0.6,329,36,5,10,-0.8,594,388,217,24,4111,100,981,358,30.86,-12,346,20,350,76,9,1310,15,5421,861,5.5
2016,RAV,-1.1,2.6,1.5,0.2,316,32,7,16,1.4,679,439,205,20,4100,125,1079,321,-86.39,22,343,21,367,79,10,1463,23,5563,1111,5.2
2016,DEN,-2.0,6.1,4.0,1.8,290,33,14,11,2.3,570,339,181,20,3685,119,1020,297,-94.99,36,333,22,410,76,11,1484,25,5169,985,5.1
2016,MIN,-2.6,3.6,0.9,-0.3,303,28,11,5,1.3,588,414,209,20,3836,103,1006,307,-60.91,20,327,23,380,66,9,1205,16,5041,882,5.0
2016,CIN,-1.5,2.5,1.0,0.4,341,37,9,8,0.6,563,364,204,18,3942,88,1050,315,30.41,10,325,24,446,100,17,1769,17,5711,726,5.4
2016,JAX,-2.7,-2.3,-5.0,0.2,321,39,13,16,-5.1,626,369,207,24,3728,129,1052,400,-67.5,-82,318,25,392,75,8,1631,29,5359,1187,5.1
2016,NYG,-3.2,5.4,2.1,0.5,289,26,11,16,1.6,598,377,190,26,3879,88,1018,284,-74.19,26,310,26,398,73,6,1412,27,5291,857,5.2
2016,SFO,-3.7,-7.5,-11.2,-0.5,287,19,15,10,-10.7,491,287,152,21,2911,99,996,480,-75.71,-171,309,27,458,116,15,2019,25,4930,831,4.9
2016,HTX,-5.3,2.7,-2.6,0.4,305,30,8,16,-3.1,583,347,173,15,3176,87,1071,328,-102.3,-49,279,28,456,102,8,1859,24,5035,868,4.7
2016,CHI,-5.2,-2.3,-7.5,0.0,324,19,12,19,-7.5,559,347,212,19,3969,110,967,399,-70.06,-120,279,29,380,93,10,1735,31,5704,967,5.9
2016,NYJ,-5.5,-3.0,-8.5,-0.1,291,28,9,25,-8.4,550,311,166,16,3466,93,1003,409,-79.69,-134,275,30,418,97,10,1802,34,5268,837,5.3
2016,CLE,-5.2,-4.9,-10.1,1.7,296,32,11,14,-11.8,567,338,181,15,3264,95,983,452,-72.41,-188,264,31,350,83,13,1712,25,4976,736,5.1
2016,RAM,-9.5,-1.6,-11.1,-0.5,245,26,9,20,-10.6,536,312,151,14,2951,126,960,394,-190.35,-170,224,32,375,68,9,1252,29,4203,1091,4.4
2017,RAM,8.2,1.0,9.2,-0.2,311,29,14,7,9.3,518,320,185,28,3831,107,1000,329,-43.18,149,478,1,454,97,17,1953,21,5784,922,5.8
2017,NWE,6.3,2.6,8.9,-1.2,389,50,4,8,10.1,587,389,232,32,4418,95,1070,296,114.84,162,458,2,448,107,16,1889,12,6307,835,5.9
2017,PHI,7.0,2.5,9.4,-0.7,338,37,11,9,10.1,564,341,193,38,3737,116,1073,295,21.06,162,457,3,473,108,9,2115,20,5852,962,5.5
2017,NOR,7.0,2.2,9.2,1.5,332,20,10,8,7.6,536,386,201,23,4189,105,1000,326,7.38,122,448,4,444,111,23,2070,18,6259,967,6.3
2017,JAX,3.0,3.6,6.5,-2.8,332,38,10,13,9.3,527,316,193,21,3593,112,1078,268,-36.01,149,417,5,527,101,18,2262,23,5855,936,5.4
2017,KAN,3.8,-0.3,3.4,-1.3,322,29,3,8,4.8,543,363,198,26,4104,118,985,339,-22.58,76,415,6,405,95,12,1903,11,6007,1044,6.1
2017,DET,5.2,-2.5,2.7,0.6,296,28,11,11,2.1,570,374,210,29,4183,104,980,376,-93.68,34,410,7,363,58,10,1221,22,5404,968,5.5
2017,PIT,3.2,1.8,5.0,-1.1,348,35,5,15,6.1,590,384,217,29,4380,101,1051,308,-32.55,98,406,8,437,96,12,1667,20,6047,897,5.8
2017,RAV,2.2,1.2,3.4,-2.4,311,32,4,13,5.8,567,363,168,20,3030,91,1054,303,-132.06,92,395,9,460,111,14,1856,17,4886,749,4.6
2017,MIN,2.3,6.8,9.1,1.0,334,38,6,8,8.1,527,357,196,25,3753,100,1055,252,-54.08,130,382,10,501,100,15,1957,14,5710,949,5.4
2017,SEA,0.7,1.2,1.9,-0.2,299,31,5,12,2.1,555,340,183,34,3657,148,1007,332,-78.12,34,366,11,409,85,4,1629,17,5286,1342,5.2
2017,CAR,1.7,2.7,4.3,2.1,320,32,6,16,2.3,501,293,167,22,3077,83,1026,327,-100.34,36,363,12,490,121,15,2102,22,5179,682,5.0
2017,SDG,-0.3,4.0,3.6,-1.5,337,33,4,11,5.2,583,366,220,28,4431,108,1020,272,-17.69,83,355,13,419,84,10,1595,15,6026,927,5.9
2017,DAL,0.4,1.2,1.6,0.2,314,25,9,13,1.4,493,309,162,22,3141,97,1005,332,-40.65,22,354,14,480,127,18,2170,22,5311,939,5.3
2017,ATL,1.1,3.2,4.3,1.9,330,29,6,12,2.4,530,343,200,21,3990,102,984,315,-46.05,38,353,15,430,101,12,1847,18,5837,918,5.9
2017,WAS,0.5,-1.8,-1.3,1.6,278,21,14,13,-2.9,540,347,191,27,3751,92,982,388,-95.51,-46,342,16,401,66,10,1448,27,5199,733,5.3
2017,HTX,-0.8,-5.6,-6.4,-0.3,313,47,11,17,-6.1,525,299,180,28,3278,124,1027,436,-78.81,-98,338,17,448,86,8,1842,28,5120,1050,5.0
2017,TAM,0.4,-1.7,-1.3,1.7,352,33,13,14,-2.9,605,378,243,26,4366,104,1035,382,-52.32,-47,335,18,390,76,8,1448,27,5814,795,5.6
2017,OTI,-2.0,-1.5,-3.5,-2.1,290,36,8,17,-1.4,496,306,157,14,3191,85,974,356,-134.32,-22,334,19,443,97,18,1833,25,5024,785,5.2
2017,SFO,-0.8,-2.1,-2.9,0.4,321,27,8,15,-3.3,607,362,206,15,3925,123,1058,383,-173.95,-52,331,20,408,88,15,1662,23,5587,988,5.3
2017,GNB,-0.3,-1.6,-1.9,2.1,307,32,7,18,-4.0,562,352,176,25,3167,96,999,384,-61.83,-64,320,21,386,99,13,1724,25,4891,789,4.9
2017,BUF,-3.0,-1.0,-4.0,-0.5,278,24,6,10,-3.6,476,289,149,16,2825,98,1010,359,-156.16,-57,302,22,487,105,12,2017,16,4842,872,4.8
2017,RAI,-3.0,-1.8,-4.7,-0.2,287,31,14,14,-4.5,558,347,178,23,3631,114,952,373,-84.71,-72,301,23,370,78,13,1554,28,5185,1009,5.4
2017,NYJ,-2.9,-2.1,-4.9,0.3,269,35,12,12,-5.3,510,323,157,19,3182,119,984,382,-119.83,-84,298,24,427,77,13,1702,24,4884,1035,5.0
2017,CRD,-4.0,0.2,-3.7,0.4,310,44,7,18,-4.1,598,339,200,21,3640,110,1060,361,-185.97,-66,295,25,410,66,6,1386,25,5026,880,4.7
2017,CIN,-4.1,-0.9,-5.0,-1.3,267,30,11,12,-3.7,510,304,165,25,3122,110,927,349,-108.45,-59,290,26,377,72,6,1366,23,4488,1027,4.8
2017,DEN,-3.9,-2.9,-6.7,-0.9,297,25,12,22,-5.8,566,332,180,19,3333,113,1075,382,-165.14,-93,289,27,457,92,8,1852,34,5185,885,4.8
2017,MIA,-3.9,-2.4,-6.3,0.7,284,31,8,21,-7.0,602,373,187,24,3535,137,995,393,-156.17,-112,281,28,360,66,4,1388,29,4923,1154,4.9
2017,CHI,-4.6,3.3,-1.3,2.2,266,30,10,12,-3.5,473,291,144,13,2811,115,934,320,-115.2,-56,264,29,422,92,13,1788,22,4599,943,4.9
2017,CLT,-6.1,-4.0,-10.1,-1.3,267,25,6,9,-8.8,487,285,148,13,2892,92,994,404,-189.77,-141,263,30,451,94,11,1661,15,4553,779,4.6
2017,NYG,-6.4,-1.2,-7.6,1.3,271,27,8,14,-8.9,608,373,178,20,3479,91,1036,388,-167.56,-142,246,31,394,66,6,1549,22,5028,895,4.9
2017,CLE,-6.8,-4.1,-11.0,0.0,290,36,13,28,-11.0,574,312,157,15,3228,110,1008,410,-233.13,-176,234,32,384,97,11,1714,41,4942,924,4.9
2018,KAN,12.6,-3.8,8.9,-0.1,384,37,6,12,9.0,583,385,239,50,4955,137,996,421,298.14,144,565,1,387,108,16,1855,18,6810,1152,6.8
2018,RAM,9.5,-1.1,8.5,-0.4,401,31,7,12,8.9,568,368,236,32,4507,96,1060,384,239.79,143,527,2,459,134,23,2231,19,6738,878,6.4
2018,NOR,7.9,2.2,10.1,0.6,377,33,9,7,9.4,519,381,210,33,4042,94,1010,353,237.73,151,504,3,471,134,26,2025,16,6067,939,6.0
2018,NWE,3.1,2.1,5.2,-1.8,365,28,7,11,6.9,574,378,206,29,4258,93,1073,325,190.96,111,436,4,478,131,18,2037,18,6295,744,5.9
2018,CLT,3.9,-0.6,3.4,-2.2,371,38,9,15,5.6,644,432,237,39,4461,120,1070,344,140.47,89,433,5,408,96,13,1718,24,6179,953,5.8
2018,SEA,3.0,1.5,4.5,-0.6,329,40,4,7,5.1,427,280,156,35,3093,111,1012,347,128.78,81,428,6,534,133,15,2560,11,5653,959,5.6
2018,SDG,3.0,2.9,6.0,-0.2,338,25,7,12,6.2,512,348,213,32,4089,113,945,329,170.19,99,428,7,399,100,16,1873,19,5962,967,6.3
2018,PIT,3.9,1.7,5.6,1.3,378,39,9,17,4.3,689,459,251,35,5008,111,1058,360,156.16,68,428,8,345,88,16,1445,26,6453,1026,6.1
2018,CHI,1.5,4.8,6.3,-2.3,331,46,10,14,8.6,512,344,177,28,3564,97,1013,283,96.31,138,421,9,468,108,16,1938,24,5502,796,5.4
2018,ATL,2.5,-2.6,-0.1,0.4,352,30,11,7,-0.6,617,428,238,36,4653,101,1010,423,155.08,-9,414,10,351,84,11,1573,18,6226,899,6.2
2018,HTX,2.4,1.4,3.8,-1.5,333,37,7,9,5.4,506,345,202,26,3781,105,1040,316,84.1,86,402,11,472,94,12,2021,16,5802,787,5.6
2018,TAM,2.0,-4.6,-2.6,1.7,388,43,9,26,-4.3,625,408,265,36,5125,117,1055,464,121.14,-68,396,12,389,80,11,1523,35,6648,975,6.3
2018,RAV,0.6,6.4,7.0,0.6,367,30,11,9,6.4,556,334,184,18,3558,116,1135,287,72.85,102,389,13,547,153,19,2441,20,5999,940,5.3
2018,GNB,0.0,-2.7,-2.7,-1.2,332,26,11,4,-1.5,640,392,208,25,4238,108,1026,400,108.88,-24,376,14,333,98,14,1667,15,5905,937,5.8
2018,CAR,0.1,0.8,0.9,1.3,356,27,6,16,-0.4,563,378,212,28,3836,92,1011,382,117.24,-6,376,15,416,117,17,2136,22,5972,818,5.9
2018,NYG,0.8,-2.9,-2.2,0.5,297,18,7,12,-2.7,583,382,208,23,4047,114,984,412,70.53,-43,369,16,354,71,13,1650,19,5697,951,5.8
2018,CIN,0.0,-3.4,-3.4,2.0,304,30,4,13,-5.4,542,331,182,27,3290,114,938,455,47.57,-87,368,17,359,92,13,1682,17,4972,957,5.3
2018,PHI,0.0,1.8,1.7,0.5,346,31,12,11,1.2,599,422,221,29,4275,100,1037,348,91.97,19,367,18,398,94,12,1570,23,5845,852,5.6
2018,MIN,-1.2,1.8,0.6,-0.6,310,26,10,10,1.2,606,425,218,30,4036,92,1003,341,7.47,19,360,19,357,66,9,1493,20,5529,779,5.5
2018,CLE,-1.0,0.6,-0.3,1.7,314,32,7,17,-2.1,574,353,189,29,4007,112,1023,392,36.91,-33,359,20,411,93,15,1893,24,5900,894,5.8
2018,SFO,-2.5,-3.1,-5.5,0.3,344,45,12,20,-5.8,532,331,201,26,3867,112,1003,435,20.95,-93,342,21,423,98,7,1902,32,5769,982,5.8
2018,DAL,-1.9,2.9,1.1,0.2,322,25,9,8,0.9,527,356,184,22,3538,104,1022,324,83.04,15,339,22,439,113,13,1963,17,5501,885,5.4
2018,NYJ,-2.0,-5.9,-7.8,-1.1,258,17,11,19,-6.8,524,299,157,18,3165,114,971,441,-97.45,-108,333,23,410,84,11,1622,30,4787,948,4.9
2018,DEN,-3.6,3.1,-0.5,0.7,320,32,6,15,-1.3,588,367,181,19,3695,125,1015,349,24.23,-20,329,24,393,107,18,1907,21,5602,985,5.5
2018,DET,-3.3,0.3,-3.0,-0.8,325,33,7,12,-2.3,574,375,201,22,3576,94,1019,360,39.87,-36,324,25,404,91,11,1660,19,5236,852,5.1
2018,MIA,-3.6,-5.2,-8.8,-1.7,252,24,10,13,-7.1,455,292,153,26,2900,108,878,433,-40.39,-114,319,26,371,75,7,1738,23,4638,978,5.3
2018,OTI,-3.2,3.5,0.2,-0.2,289,27,6,12,0.4,437,293,156,16,2975,82,940,303,10.48,7,310,27,456,106,15,2027,18,5002,727,5.3
2018,RAI,-5.2,-4.1,-9.3,1.8,300,17,14,10,-11.1,556,382,197,19,3751,110,995,467,-17.92,-177,290,28,387,86,9,1628,24,5379,965,5.4
2018,WAS,-5.6,0.6,-4.9,-0.1,280,28,4,15,-4.9,509,311,156,16,3021,115,967,359,-34.07,-78,281,29,414,96,12,1774,19,4795,1008,5.0
2018,BUF,-6.3,-0.6,-6.9,-0.3,283,38,9,23,-6.6,499,271,137,13,2794,116,1008,374,-104.81,-105,269,30,468,108,15,1984,32,4778,992,4.7
2018,JAX,-8.1,4.0,-4.0,0.4,277,21,16,13,-4.4,536,329,164,15,3109,121,1005,316,-98.17,-71,245,31,416,92,7,1723,29,4832,1112,4.8
2018,CRD,-9.6,-1.9,-11.5,1.0,239,26,10,18,-12.5,495,283,137,15,2523,101,902,425,-155.06,-200,225,32,355,76,9,1342,28,3865,786,4.3
2019,RAV,11.0,4.7,15.6,0.1,386,27,7,8,15.6,440,289,171,37,3225,109,1064,282,239.99,249,531,1,596,188,21,3296,15,6521,867,6.1
2019,SFO,6.7,4.3,11.0,0.4,336,31,10,13,10.6,478,331,195,28,3792,105,1012,310,140.39,169,479,2,498,110,23,2305,23,6097,939,6.0
2019,TAM,4.9,-4.5,0.4,-0.2,353,28,11,30,0.6,630,382,244,33,4845,133,1086,449,37.0,9,458,3,409,81,15,1521,41,6366,1111,5.9
2019,NOR,5.0,2.3,7.4,0.0,347,20,2,6,7.3,581,418,230,36,4244,120,1011,341,163.04,117,458,4,405,97,12,1738,8,5982,1036,5.9
2019,KAN,6.2,2.9,9.1,0.2,350,46,10,5,8.9,576,378,211,30,4498,107,976,308,263.38,143,451,5,375,93,16,1569,15,6067,1029,6.2
2019,DAL,3.8,1.5,5.3,-1.8,379,30,7,11,7.1,597,388,229,30,4751,109,1069,321,210.77,113,434,6,449,120,18,2153,18,6904,1008,6.5
2019,NWE,2.8,7.6,10.4,-1.8,338,31,6,9,12.2,620,378,197,25,3961,94,1095,225,34.62,195,420,7,447,110,17,1703,15,5664,828,5.2
2019,MIN,2.5,2.9,5.4,-1.1,314,37,12,8,6.5,466,319,171,26,3523,96,970,303,98.01,104,407,8,476,106,19,2133,20,5656,895,5.8
2019,SEA,2.9,-0.2,2.7,2.3,341,30,14,6,0.4,517,341,190,31,3791,109,1046,398,86.55,7,405,9,481,121,15,2200,20,5991,882,5.7
2019,OTI,1.8,1.7,3.4,-1.0,317,36,9,8,4.4,448,297,177,29,3582,99,949,331,115.88,71,402,10,445,104,21,2223,17,5805,932,6.1
2019,RAM,2.2,1.7,3.9,2.0,342,28,7,17,1.9,632,397,222,22,4499,118,1055,364,37.09,30,394,11,401,92,20,1499,24,5998,899,5.7
2019,PHI,0.7,-0.4,0.3,-1.7,354,35,15,8,1.9,613,391,215,27,3833,100,1104,354,59.85,31,385,12,454,104,16,1939,23,5772,836,5.2
2019,ATL,0.3,-0.4,-0.1,1.1,383,41,10,15,-1.1,684,459,258,29,4714,119,1096,399,95.51,-18,381,13,362,84,10,1361,25,6075,956,5.5
2019,HTX,1.0,-0.5,0.5,1.0,346,31,8,14,-0.4,534,355,203,27,3783,111,1017,385,118.67,-7,378,14,434,112,17,2009,22,5792,892,5.7
2019,GNB,0.6,2.6,3.2,-0.7,320,40,9,4,3.9,573,356,190,26,3733,100,1020,313,113.4,63,376,15,411,90,18,1795,13,5528,774,5.4
2019,CRD,-0.3,-2.9,-3.2,1.8,314,29,6,12,-5.1,554,355,176,20,3477,121,1000,442,64.36,-81,361,16,396,109,18,1990,18,5467,956,5.5
2019,CLT,-1.0,-0.8,-1.8,-1.1,340,44,11,10,-0.8,513,307,165,22,3108,79,1016,373,74.8,-12,361,17,471,131,17,2130,21,5238,670,5.2
2019,DET,-1.2,-4.0,-5.2,-0.1,313,35,8,15,-5.1,571,344,196,28,3900,113,1021,423,31.07,-82,341,18,407,82,7,1649,23,5549,937,5.4
2019,NYG,-1.8,-6.1,-7.9,-1.0,311,35,16,17,-6.9,607,376,187,30,3731,90,1012,451,-10.3,-110,341,19,362,89,11,1685,33,5416,784,5.4
2019,CAR,-1.9,-5.1,-7.0,1.1,335,23,14,21,-8.1,633,382,230,17,3650,87,1077,470,-28.07,-130,340,20,386,82,20,1819,35,5469,754,5.1
2019,SDG,-1.6,0.3,-1.3,-0.8,349,39,11,20,-0.5,597,394,220,24,4426,103,997,345,82.43,-8,337,21,366,90,12,1453,31,5879,872,5.9
2019,CLE,-0.4,-1.5,-1.9,1.7,305,35,7,21,-3.6,539,318,180,22,3554,122,973,393,13.54,-58,335,22,393,90,15,1901,28,5455,1106,5.6
2019,BUF,-3.5,5.7,2.2,-1.3,314,32,7,12,3.4,513,299,162,21,3229,117,1018,259,6.66,55,314,23,465,120,13,2054,19,5283,927,5.2
2019,RAI,-2.5,-4.4,-6.9,-0.3,315,17,9,8,-6.6,523,367,194,22,3926,128,989,419,79.57,-106,313,24,437,104,13,1893,17,5819,1138,5.9
2019,MIA,-2.4,-9.1,-11.6,0.2,315,41,8,18,-11.8,615,371,210,22,3804,92,1022,494,-28.85,-188,306,25,349,64,10,1156,26,4960,769,4.9
2019,JAX,-4.6,-2.1,-6.7,-0.6,298,30,12,8,-6.1,589,364,183,24,3760,132,1020,397,-23.15,-97,300,26,389,85,3,1708,20,5468,1165,5.4
2019,PIT,-4.3,4.6,0.3,1.2,265,43,11,19,-0.9,510,315,147,18,2981,111,937,303,-85.56,-14,289,27,395,75,7,1447,30,4428,893,4.7
2019,DEN,-4.8,2.7,-2.1,0.0,279,40,6,10,-2.1,504,312,162,16,3115,110,954,316,-14.61,-34,282,28,409,77,11,1662,16,4777,912,5.0
2019,CHI,-5.4,4.5,-0.9,0.2,297,34,7,12,-1.1,580,371,178,20,3291,103,1020,298,-41.05,-18,280,29,395,85,8,1458,19,4749,838,4.7
2019,CIN,-4.4,-2.9,-7.3,1.5,312,36,14,16,-8.8,616,356,191,18,3652,93,1049,420,-60.73,-141,279,30,385,85,9,1517,30,5169,761,4.9
2019,NYJ,-5.7,-0.6,-6.3,-1.1,253,30,9,16,-5.2,521,323,162,19,3111,115,956,359,-112.92,-83,276,31,383,61,6,1257,25,4368,1105,4.6
2019,WAS,-6.3,-4.5,-10.8,-0.2,248,20,8,13,-10.6,479,298,154,18,2812,106,885,435,-88.3,-169,266,32,356,74,9,1583,21,4395,835,5.0
